Z_RT_Busbar,Z_DA_Busbar,Z_RT_Hub,Z_DA_Hub,Z_DMB_Bus,Z_DMB_Hub
43.67577288054576,44.75893824442254,43.25697754750487,45.087595175409945,44.47984517487149,44.686209843365205
45.313007338686965,51.377697418552316,45.33163669284725,51.80965951328291,50.09157297004937,50.469627122760464
43.79588728329008,42.1818219640308,43.31715272127565,42.097924276683294,42.40565992736113,42.30818823922156
41.021416943826,44.25763889973787,41.086939853106976,43.96524660639331,43.553283525113024,43.37405092378185
62.206802520425946,50.48932801068909,60.623144579912434,50.236171019888374,52.81640428892769,52.3027808213
39.94569871961158,41.1874908484175,39.94906308781529,41.47244049612717,40.9085807286895,41.127506613118186
41.735945009196946,42.68142967543066,41.316699466587046,42.76581345778212,42.435565433481955,42.451225598205376
61.636493920294384,47.15734732539683,57.63956923467532,48.11746252721475,49.993317870492056,49.99324406564584
46.02719678454179,43.73500017913599,44.74302131764531,44.0774712900758,44.184959462094284,44.209234520332075
48.23706139177402,48.80427626246477,47.6390939432238,49.36645573175892,48.66730313433383,49.01082244661019
43.589729231706684,45.14444015406811,43.59725981730971,44.65255730110356,44.763960853700226,44.41773903763764
35.99751529433213,36.86418301883216,35.75992907932489,36.35617597694862,36.643074499030774,36.22829001598252
46.6352408341668,45.04566809659513,47.97765208349875,44.52989966472723,45.24014782411654,45.218897460358356
40.53139573644621,41.10372063110676,39.8451755274194,40.45485431487123,40.82117894253639,40.32597302893359
43.01718603488881,40.670779495796126,41.66713302055426,39.90072641304197,41.05661048865252,40.226394805398364
43.974557097403014,47.33679526413669,42.9964270167364,47.00499634583643,46.42809117338033,46.1579928692299
43.06322184805439,39.10669241389623,44.81270980331158,39.1574639940649,39.70526044810716,40.26165295578651
47.35818464804577,51.91481114296051,47.92200017114778,51.851862868336546,50.99718420703925,51.0573741708413
39.57858693957222,42.60197662344049,38.81004278189417,42.049204456936074,41.951936737934616,41.347165241890956
35.31532386215122,38.217603629602785,35.03072449316124,38.98482381153886,37.5706898537231,38.1370316154091
42.75410870306495,42.92929082201061,41.92127209494206,42.74758277149482,42.84113845877575,42.57986973642322
46.52055389542376,63.45834078428103,47.036356353715895,63.75535743783607,59.85459168610288,60.40477587401672
