Z_RT_Busbar,Z_DA_Busbar,Z_RT_Hub,Z_DA_Hub,Z_DMB_Bus,Z_DMB_Hub
34.61144466405196,36.2545755575305,41.68005081475353,43.61506645565882,35.925949378834794,43.22806332747775
43.704005500908295,54.48016649826866,53.363101142476545,67.57185140051648,52.324934298796606,64.73010134890849
33.879817201186306,41.93151659424655,43.987978365441585,53.17690973798551,40.32117671563448,51.3391234634767
47.774358978824516,42.558625184114774,47.31013027757875,51.05801316134315,43.60177194305673,50.30843658459025
44.601248518874264,40.954435431409735,51.91407745476751,51.76887011017079,41.68379804890266,51.797911579090155
28.746838437672,37.590351021882626,58.851681573319816,51.8902340594342,35.8216485050405,53.282523562211345
37.27659882634602,44.85676935978103,47.595831871568365,55.0592040369368,43.34073525309403,53.566529603863074
31.052075255254753,33.70361695336588,40.192071090270254,41.32615333084467,33.173308613743636,41.099336882729745
36.36439353317755,34.264044253051004,48.74651985283256,39.70941713779916,34.684114109076326,41.51683768080585
33.70993812331521,74.64150464715286,47.50863616148143,83.58954741825177,66.45519134238536,76.37336516689778
40.35014206471391,31.95565977767029,41.79678299692345,39.88421345868017,33.634556235079,40.266727366328844
28.54844233271064,29.59396510146907,42.60155117822224,39.48708593513473,29.384860547717384,40.10997898375224
27.145988894753156,35.67976498261517,44.64176591540937,48.80617213655529,33.973009765042775,47.97329089232614
70.14235747236357,63.85424779209011,85.1789065411897,80.83821779759424,65.1118697281448,81.70635554631329
26.563672558472227,31.933961011716843,36.32466441639432,40.398876846043166,30.85990332106792,39.58403436011342
53.976822294951404,37.14273232393722,44.05874921503062,47.805866208308146,40.50955031814006,47.05644280965262
34.35630512993973,35.89059841441952,42.44571089171964,42.874007145040565,35.58373975752359,42.78834789437638
33.73361242599422,40.128299386071134,43.25953588304301,54.73491250803065,38.84936199405576,52.43983718303312
34.187758633096955,38.22540563146237,38.87305358950985,44.76302515476122,37.417876231789286,43.58503084171098
74.6950076787512,51.75653044061508,80.7447800172093,59.66943061614105,56.34422588824228,63.88450049635462
45.08080646360169,52.10641530830913,50.026816321603,59.98946591765717,50.70129353936765,57.99693599844631
45.02967856666109,43.555612785724904,54.37506455205175,52.50433506131968,43.85042594191215,52.87848095946609
48.0099826810963,40.95290786981369,62.63772114038726,51.721706767866564,42.36432283207021,53.904909642370725
45.087821217454774,46.02447021602997,55.930137907182086,61.03908980311997,45.8371404163149,60.01729942393237
52.2242339513037,34.8011604738001,44.53883072377374,41.2222703210095,38.285775169300834,41.885582401562345
35.854495227379175,35.65565255720975,46.70401983356266,43.98263601010166,35.695421091243624,44.526912774793864
38.23423793469166,45.045785329118004,51.001276304119386,55.69767069858424,43.683475850232746,54.7583918196913
32.97472194562865,35.6207777774597,42.313375217755485,45.088866576171185,35.09156661109349,44.53376830448808
50.10810701033269,60.591996240629655,58.58341984571878,69.66208934730264,58.49521839457029,67.4463554469859
35.1669395138014,35.611152652160456,43.131697175355335,42.740426326711685,35.522310024488654,42.81868049644042
33.65141121402752,36.63720358490923,41.27056544101641,44.965831706697564,36.04004511073288,44.22677845356132
38.863386116523074,38.72254484319847,45.767977420445774,45.93674914465173,38.75071309786338,45.902994799810514
66.96371856616847,43.34721587608834,94.03389180976438,60.890091336792146,48.0705164141044,67.51885143138657
36.969802749650505,48.02844092272696,51.443529743333926,58.35145491761238,45.81671328811168,56.96986988275668
42.676151822329366,40.45090450759594,51.916792046024916,49.258275591528474,40.89595397054262,49.7899788824277
34.74918266707584,36.458201631909475,42.26102434168392,45.385118532824634,36.11639783894277,44.76029969459651
34.07346396029358,36.481513714311276,71.03760929683956,47.19368170304261,35.99990376350775,51.962467221801994
41.45575450619572,55.04882340247126,72.67831194784002,68.93961522546667,52.33020962321616,69.68735456994133
39.39080460037375,31.991850523904134,48.71302853184937,43.542601959468584,33.471641339198065,44.57668727394473
52.49366482122535,52.84708279305675,63.87718555155322,63.95840535027228,52.776399198690505,63.94216139052847
36.153940935809096,44.454565830397144,60.5972676835357,55.504742205903945,42.794440851479536,56.52324730143031
33.083275282431686,40.380276793667356,47.52173220544187,51.5646818200816,38.92087649142022,50.75609189715369
34.26077215240384,42.77467845877943,57.4757570795435,54.404194610196505,41.07189719750431,55.01850710406587
37.21917257677987,39.41682486337881,44.61950411213596,48.43643798482558,38.977294406058995,47.67305121028769
32.908313754520016,40.341318315656885,43.63548938413302,49.06422007337423,38.854717403429504,47.97847393552601
